"id","doi","display_name","author","publication_year","cited_by_count","altmetric_score","news_outlets","blogs","twitter","members_of_the_public","practitioners","research_scientists","science_communicators","Clinical_Psychology_and_Psychotherapy","Psychology","Medicine","Computer_science","Biology","Engineering","Geography","History","Materials_science","Physics","Environmental_science","Geology","Chemistry","Art","Sociology","Political_science","Philosophy","Economics","Business","Mathematics","Empty"
"https://openalex.org/W2998582571","10.1037/abn0000465","Levers and barriers to success in the use of translational neuroscience for the prevention and treatment of mental health and promotion of well-being across the lifespan.","Sarah R. Horn; Philip A. Fisher; Jennifer H. Pfeifer; Nicholas B. Allen; Elliot T. Berkman",2020,8,11.2,NA,NA,15,9,NA,6,NA,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2899024077","10.1016/j.janxdis.2018.10.006","When translational neuroscience fails in the clinic: Dexamethasone prior to virtual reality exposure therapy increases drop-out rates","Jessica L. Maples-Keller; Tanja Jovanovic; Boadie W. Dunlop; Sheila A.M. Rauch; Carly Yasinski; Vasiliki Michopoulos; Callan Coghlan; Seth D. Norrholm; Albert Rizzo; Kerry J. Ressler; Barbara O. Rothbaum",2019,20,6.3,NA,NA,9,7,1,1,NA,15,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"https://openalex.org/W2902023166","10.1037/ccp0000309","Towards personalized, brain-based behavioral intervention for transdiagnostic anxiety: Transient neural responses to negative images predict outcomes following a targeted computer-based intervention.","Rebecca B. Price; Logan Cummings; Danielle Gilchrist; Simona Graur; Layla Banihashemi; Susan S Kuo; Greg J. Siegle",2018,16,0.5,NA,NA,1,1,NA,NA,NA,10,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W3027044460","10.1097/yic.0000000000000314","Clinical advances in obsessive-compulsive disorder","Naomi A. Fineberg; Eric Hollander; Stefano Pallanti; Susanne Walitza; Edna Grünblatt; Bernardo Dell'Osso; Umberto Albert; Daniel A. Geller; Vlasios Brakoulias; Y.C. Janardhan Reddy; Shyam Sundar Arumugham; Roseli G. Shavitt; Lynne M. Drummond; Benedetta Grancini; Vera De Carlo; Eduardo Cinosi; Samuel R. Chamberlain; Konstantinos Ioannidis; Carolyn I. Rodriguez; Kabir Garg; David J. Castle; Michael Van Ameringen; Dan J. Stein; Lior Carmi; Joseph Zohar; José M. Menchón",2020,16,0.5,NA,NA,1,NA,NA,NA,1,24,7,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"https://openalex.org/W2907408958","10.1007/s00213-018-5116-0","Glucocorticoid-induced enhancement of extinction—from animal models to clinical trials","Dominique J.-F. de Quervain; Oliver T. Wolf; Benno Roozendaal",2019,36,1.5,NA,NA,2,1,NA,1,NA,8,15,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"https://openalex.org/W2409263803","10.1097/yco.0000000000000218","Functional neuroimaging of psychotherapeutic processes in anxiety and depression","Ulrike Lueken; Tim Hahn",2016,32,1.25,NA,NA,3,2,NA,NA,1,19,5,2,2,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0
"https://openalex.org/W2801902010","10.3389/fpsyg.2018.00824","Exclusion-Proneness in Borderline Personality Disorder Inpatients Impairs Alliance in Mentalization-Based Group Therapy","Sebastian Euler; Johannes Wrege; Mareike Busmann; Hannah J. Lindenmeyer; Daniel Sollberger; Undine E. Lang; Jens Gaab; Marc Walter",2018,12,1.5,NA,NA,4,3,NA,NA,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2772690159","10.1027/2151-2604/a000309","Bridging the Gaps Between Basic Science and Cognitive-Behavioral Treatments for Anxiety Disorders in Routine Care","Jan Richter; Andre Pittig; Maike Hollandt; Ulrike Lueken",2017,20,NA,NA,NA,NA,NA,NA,NA,NA,11,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W1857780785","10.1111/jopy.12012","Self-Regulation and Mechanisms of Action in Psychotherapy: A Theory-Based Translational Perspective","Timothy J. Strauman; Elena L. Goetz; Allison M. Detloff; Katherine E. MacDuffie; Luisa Zaunmüller; Wolfgang Lutz",2013,17,0.5,NA,NA,1,1,NA,NA,NA,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"https://openalex.org/W2248102213","10.1159/000430772","Psychotherapy and Mental Health as a Psychological Science Discipline","Hans-Ulrich Wittchen; Samia Härtling; Jürgen Hoyer",2015,6,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"https://openalex.org/W2139757092","10.1024/0939-5911.a000111","Untersuchungskonzept für die CANDIS 1CANnabis DISorders -Studie zur Behandlung von cannabisbezogenen Störungen: Ein Beispiel translationaler Forschung","Eva Hoch; Gerhard Bühringer; Jana Henker; Heike Rohrbacher; René Noack; A Pixa; Katrin Dittmer; Anne Rühlmann; Hans-Ulrich Wittchen",2011,7,NA,NA,NA,NA,NA,NA,NA,NA,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2982571178","10.1007/s00115-019-00808-9","Innovative Psychotherapieforschung: auf dem Weg zu einer evidenz- und prozessbasierten individualisierten und modularen Psychotherapie","Eva-Lotta Brakemeier; Sabine C. Herpertz",2019,14,3,NA,NA,NA,NA,NA,NA,NA,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"https://openalex.org/W1976357293","10.1001/jamapsychiatry.2014.1741","Predicting Treatment Response to Cognitive Behavioral Therapy in Panic Disorder With Agoraphobia by Integrating Local Neural Information","Tim Hahn; Tilo Kircher; Benjamin Straube; Hans-Ulrich Wittchen; Carsten Konrad; Andreas Ströhle; André Wittmann; Bettina Pfleiderer; Andreas Reif; Volker Arolt; Ulrike Lueken",2015,96,7.1,NA,NA,12,9,1,1,1,43,20,17,13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"https://openalex.org/W3017485463","10.1186/s13643-020-01337-2","The role of exposure in the treatment of anxiety in children and adolescents: protocol of a systematic review and meta-analysis","Kathrin Schopf; Cornelia Mohr; Michael W. Lippert; Katharina Sommer; Andrea H. Meyer; Silvia Schneider",2020,0,1,NA,NA,1,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W4220955896","10.1037/bdb0000108","Mitigating reinstatement using progressive ratio schedules: A proof of concept.","Michael P. Kranak; Griffin W. Rooker; Alexander R. Arevalo; Théo P. Robinson",2022,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W3091782419","10.2147/ndt.s271842","&lt;p&gt;The Developmental and Translational Study on Biomarkers and Clinical Characteristics-based Diagnostic and Therapeutic Identification of Major Depressive Disorder: Study Protocol for a Multicenter Randomized Controlled Trial in China&lt;/p&gt;","Xiaohua Liu; Yun Wang; Daihui Peng; Huifeng Zhang; Yanqun Zheng; Yan Wu; Yun-Ai Su; Ming Liu; Xiancang Ma; Yi Li; Jianfei Shi; Xiaojing Cheng; Han Rong; Qin Ning",2020,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W3175955264","10.1037/bdb0000102","Development of a systematic approach to identify reinforcer dimension sensitivity.","Katherine R. Brown; Amanda N. Zangrillo; Brian D. Greer",2021,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W3023005523","10.1002/jaba.824","Sustaining behavior reduction by transitioning the topography of the functional communication response","Kayla R. Randall; Brian D. Greer; Sean W. Smith; Ryan T. Kimball",2021,1,0.25,NA,NA,1,1,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W3155327096","10.1037/bdb0000101","Resurgence following traditional and interdependent differential reinforcement of alternative behavior.","Ashley M. Fuhrman; Wayne W. Fisher; Brian D. Greer; Timothy A. Shahan; Andrew R. Craig",2021,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W3103798095","10.1002/jaba.780","A translational comparison of contingency‐based progressive delay procedures and their effects on contextually appropriate behavior","Julia A. Iannaccone; Joshua Jessel",2021,2,1,NA,NA,1,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W3087268255","10.1037/hea0001022","Translation of findings from laboratory studies of food and alcohol intake into behavior change interventions: The experimental medicine approach.","Matt Field; Paul Christiansen; Charlotte A. Hardman; Ashleigh Haynes; Andrew Jones; Allecia E. Reid; Eric Robinson",2020,5,16.15,NA,NA,26,9,1,16,NA,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W3092526126","10.1080/15267431.2020.1826485","Narrative Connection: Applying CNSM Theory’s Translational Storytelling Heuristic","Jody Koenig Kellas; Toni Morgan; Cassidy Taladay; Mikki Minton; Justice Forte; Erin Husmann",2020,7,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"https://openalex.org/W3111566781","10.1016/j.cbpra.2020.09.011","Lessons Learned From a Randomized Controlled Pilot Trial Testing an Inhibitory Learning Approach to Exposure in Anxious Youth","Sarah M. Kennedy; Jessica L. Hawks",2021,1,0.5,NA,NA,1,NA,1,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W3102144287","10.1007/s40616-020-00137-y","Generalized Reflexive Responding and Cross-Modal Tactile Transfer of Stimulus Function in Children with Autism","Jordan Belisle; Kate Huggins; Meghan Doherty; Caleb R. Stanley; Mark R. Dixon",2020,1,1.25,NA,NA,3,3,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W3005045555","10.1002/jaba.678","The role of adventitious reinforcement during differential reinforcement of other behavior: A systematic replication","Catalina N. Rey; Alison M. Betz; Andressa A. Sleiman; Toshikazu Kuroda; Christopher A. Podlesnik",2020,0,1,NA,NA,1,1,NA,NA,NA,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W3035939434","10.1037/cpp0000326","Development and feasibility testing of the Comfort Ability Program for sickle cell pain: A patient-informed, video-based pain management intervention for adolescents with sickle cell disease.","Tessa Wihak; Maureen Burns; Jacqueline Miranda; Gail Windmueller; Carlee Oakley; Rachael Coakley",2020,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W3000674082","10.1016/j.brat.2019.103545","Contributions from neuroscience to the practice of Cognitive Behaviour Therapy: Translational psychological science in service of good practice","Rudi De Raedt",2020,8,0.5,NA,NA,1,1,NA,NA,NA,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2997503349","10.1002/jeab.573","Relapse of anxiety‐related fear and avoidance: Conceptual analysis of treatment with acceptance and commitment therapy","Brooke M. Smith; Gregory S. Smith; Simon Dymond",2020,7,3.95,NA,NA,6,4,1,1,NA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2960644278","10.1002/jaba.595","A translational evaluation of potential iatrogenic effects of single and combined contingencies during functional analysis","Billie J. Retzlaff; Wayne W. Fisher; Jessica S. Akers; Brian D. Greer",2019,5,1.35,NA,NA,2,1,NA,1,NA,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2900595415","10.1093/jpepsy/jsy083","Commentary: Methods and Designs for T1 Translation in Pediatric Psychology","Sylvie Naar; Bonnie Spring",2019,2,2.85,NA,NA,5,1,NA,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2991613997","10.1002/anzf.1392","Bioecological Implications of Narrative Exposure Therapy in Low‐Resource Settings: Individual, Family, Community, and Socio‐Political Contexts","Daniel K. Cooper; Elizabeth Wieling; Anett Pfeiffer",2019,3,0.5,NA,NA,1,1,NA,NA,NA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2982622264","10.1007/s00278-019-00379-9","Partnerschaft und Gesundheit","Beate Ditzen; Monika Eckstein; Melanie S. Fischer; Corina Aguilar-Raab",2019,4,NA,NA,NA,NA,NA,NA,NA,NA,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2964658992","10.2196/13606","Identifying Frameworks for Validation and Monitoring of Consensual Behavioral Intervention Technologies: Narrative Review","François Carbonnel; Grégory Ninot",2019,7,1,NA,NA,3,3,NA,NA,NA,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"https://openalex.org/W2771447691","10.1002/jaba.647","A translational evaluation of renewal of inappropriate mealtime behavior","Vivian F. Ibañez; Cathleen C. Piazza; Kathryn M. Peterson",2019,16,NA,NA,NA,NA,NA,NA,NA,NA,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2911560859","10.1146/annurev-clinpsy-050718-095634","Augmentation of Extinction and Inhibitory Learning in Anxiety and Trauma-Related Disorders","Lauren A.M. Lebois; Antonia V. Seligowski; Jonathan D. Wolff; Sarah B. Hill; Kerry J. Ressler",2019,37,13.08,1,1,NA,NA,NA,NA,NA,18,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2888059438","10.1016/j.cpr.2018.08.005","Intrusive memories of trauma: A target for research bridging cognitive science and its clinical application","Lalitha Iyadurai; Renée M. Visser; Alex Lau-Zhu; Kate Porcheret; Antje Horsch; Emily A. Holmes; Ella L. James",2019,73,24.3,NA,NA,37,25,2,9,1,48,22,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2806642665","10.3389/fpsyt.2018.00548","Introducing Precision Addiction Management of Reward Deficiency Syndrome, the Construct That Underpins All Addictive Behaviors","Kenneth Blum; Marjorie C. Gondré-Lewis; David Baron; Panayotis K. Thanos; Eric R. Braverman; Jennifer Neary; Igor Elman; Rajendra D Badgaiyan",2018,36,14.812,NA,1,5,3,NA,1,1,9,16,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2894898912","10.1002/jaba.499","Minimizing resurgence of destructive behavior using behavioral momentum theory","Wayne W. Fisher; Brian D. Greer; Ashley M. Fuhrman; Valdeep Saini; Christina A. Simmons",2018,33,1.25,NA,NA,3,3,NA,NA,NA,13,22,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2802617812","10.1111/jep.12915","Brain-based treatment-A new approach or a well-forgotten old one?","Vanya Matanova; Zlatomira Kostova; Martin Kolev",2018,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2883290724","10.1002/jaba.496","A translational analysis of ABA and ABC renewal of operant behavior","Clare J. Liddon; Michael E. Kelley; Catalina N. Rey; Ashley P. Liggett; Aurelia Ribeiro",2018,9,1,NA,NA,1,1,NA,NA,NA,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2802742757","10.1002/jaba.466","Resurgence with and without an alternative response","Ryan T. Kimball; Michael E. Kelley; Christopher A. Podlesnik; Alex Forton; Brandy Hinkle",2018,13,NA,NA,NA,NA,NA,NA,NA,NA,2,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"https://openalex.org/W2753574612","10.1016/j.beth.2017.09.001","A Pilot Study of Emotion Regulation Therapy for Generalized Anxiety and Depression: Findings From a Diverse Sample of Young Adults","Megan E. Renna; Jean M. Quintero; Ariella Soffer; Martin Pino; Leslie Ader; David M. Fresco; Douglas S. Mennin",2017,27,0.85,NA,NA,1,1,NA,NA,NA,23,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2792164490","10.1016/j.pnpbp.2018.03.003","MDMA-assisted psychotherapy for PTSD: Are memory reconsolidation and fear extinction underlying mechanisms?","Allison A. Feduccia; Michael C. Mithoefer",2018,76,107.98,7,1,62,55,3,2,2,44,21,11,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0
"https://openalex.org/W2792164547","10.1037/ccp0000289","A randomized controlled trial of emotion regulation therapy for generalized anxiety disorder with and without co-occurring depression.","Douglas S. Mennin; David M. Fresco; Mia Skytte O'Toole; James J. Gross",2018,51,3.25,NA,NA,1,1,NA,NA,NA,48,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2886127472","10.1002/jeab.315","Assessing the combined effects of resurgence and reinstatement in children diagnosed with autism spectrum disorder","Ashley P. Liggett; Regina Nastri; Christopher A. Podlesnik",2018,23,10.25,NA,NA,18,15,NA,1,2,2,18,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"https://openalex.org/W2779008721","10.1016/j.jpsychires.2017.12.014","Augmenting Prolonged Exposure therapy for PTSD with intranasal oxytocin: A randomized, placebo-controlled pilot trial","Julianne C. Flanagan; Lauren M. Sippel; Amy E. Wahlquist; Megan M. Moran-Santa Maria; Sudie E. Back",2018,69,6.25,NA,NA,1,1,NA,NA,NA,45,12,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2781974928","10.1037/int0000065","Crossing boundaries for borderline personality disorder: Comment on Dixon-Gordon, Peters, Fertuck, and Yen (2016).","Kevin S. McCarthy; Anne P. Taylor",2017,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2698910221","10.2174/2210676607666170607160400","Current Understanding of Dyslexia and Pilot Data on Efficacy of a Mindfulness Based Psychotherapy (MBR-RAM) Model","Basant Pradhan; Tapan Parikh; Madhusmita Sahoo; Richard Selznick; Michael Goodman",2017,4,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2593413236","10.1177/0145445517696052","The Effects of Conducting a Functional Analysis on Problem Behavior in Other Settings: A Descriptive Study on Potential Interaction Effects","Nathan A. Call; Andrea R. Reavis; Seth B. Clark; Natalie A. Parks; Tom Cariveau; Colin S. Muething",2017,3,0.25,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2626989834","10.1002/jaba.400","Renewed behavior produced by context change and its implications for treatment maintenance: A review","Christopher A. Podlesnik; Michael E. Kelley; Corina Jimenez-Gomez; Mark E. Bouton",2017,84,2.6,NA,NA,2,2,NA,NA,NA,19,57,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"https://openalex.org/W2594427455","10.1007/s00278-017-0168-x","Ressourcenorientierung als Interventionsleitbild","Christoph Flückiger; Judith Held; Christine Wolfer; Mathias Allemand; Andreea Vîslă",2017,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"https://openalex.org/W2468245768","10.1001/jamapsychiatry.2016.1132","Schrödinger’s Cat andd-Cycloserine to Augment Exposure Therapy—Both Are Alive and Dead","Stefan G. Hofmann",2016,6,14.25,1,NA,4,2,NA,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
